lat,long
37.9967473,-87.5549478
37.879601,-87.051205
37.966818,-87.5135621
37.9657822,-87.5667654
37.9659356,-87.5695109
37.9718227,-87.5482411
37.968366,-87.495825
37.9671473,-87.5670861
37.8833776,-87.049276
37.982424,-87.572553
