lat,long
37.971653,-87.566521
37.965883,-87.550512
37.96203,-87.488583
38.026753,-87.577225
38.010547,-87.511594
37.978012,-87.636075
37.996833,-87.555254
37.980007,-87.59476
37.978314,-87.57426
38.049769,-87.269036
38.160631,-87.44744
38.197536,-87.297568
38.084607,-87.117946
37.974408,-87.406188
38.039413,-87.370057
37.944035,-87.404343
38.170421,-86.987442
38.017606,-87.03116
37.881883,-87.046914
37.933867,-86.980777
37.975392,-87.136282
37.947148,-87.168609
